Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  819584/1979786     operator new(unsigned long, void*) [191]
                0.00    0.00  819584/4097920     std::pair<int const, signed char> const& std::forward<std::pair<int const, signed char> const&>(std::remove_reference<std::pair<int const, signed char> const&>::type&) [174]
                0.00    0.00  819584/2506301     std::_Rb_tree_node<std::pair<int const, signed char> >::_M_valptr() [183]
                0.00    0.00  819584/3326628     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_get_Node_allocator() [178]
                0.00    0.00  819584/819584      void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, signed char> > > >::construct<std::pair<int const, signed char>, std::pair<int const, signed char> const&>(std::allocator<std::_Rb_tree_node<std::pair<int const, signed char> > >&, std::pair<int const, signed char>*, std::pair<int const, signed char> const&) [256]
-----------------------------------------------
                0.00    0.01  819584/819584      std::_Rb_tree_node<std::pair<int const, signed char> >* std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_clone_node<std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node>(std::_Rb_tree_node<std::pair<int const, signed char> > const*, std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node&) [78]
[107]    0.4    0.00    0.01  819584         std::_Rb_tree_node<std::pair<int const, signed char> >* std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node::operator()<std::pair<int const, signed char> const&>(std::pair<int const, signed char> const&) [107]
                0.00    0.01  819584/819584      std::_Rb_tree_node<std::pair<int const, signed char> >* std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_create_node<std::pair<int const, signed char> const&>(std::pair<int const, signed char> const&) [105]
                0.00    0.00  819584/819584      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node::_M_extract() [257]
                0.00    0.00  819584/4097920     std::pair<int const, signed char> const& std::forward<std::pair<int const, signed char> const&>(std::remove_reference<std::pair<int const, signed char> const&>::type&) [174]
-----------------------------------------------
                0.00    0.00   51139/255695      Organism::look_for_new_promoters_around(int, int) [7]
                0.00    0.00  102278/255695      Organism::do_switch(int) [5]
                0.00    0.00  102278/255695      Organism::remove_promoters_around(int, int) [127]
[108]    0.4    0.01    0.00  255695         Organism::mod(int, int) [108]
-----------------------------------------------
                0.01    0.00  113154/113154      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
[109]    0.4    0.01    0.00  113154         std::vector<int, std::allocator<int> >::_S_use_relocate() [109]
                0.00    0.00  113154/113154      std::vector<int, std::allocator<int> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [333]
-----------------------------------------------
                0.00    0.01   56577/56577       std::vector<int, std::allocator<int> >::push_back(int const&) [111]
[110]    0.4    0.00    0.01   56577         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
                0.01    0.00  113154/113154      std::vector<int, std::allocator<int> >::_S_use_relocate() [109]
                0.00    0.00  113154/941248      std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [221]
                0.00    0.00  113154/226308      __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [279]
                0.00    0.00  113154/113154      std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [331]
                0.00    0.00   56577/56577       std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [393]
                0.00    0.00   56577/56577       std::vector<int, std::allocator<int> >::begin() [399]
                0.00    0.00   56577/56577       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [391]
                0.00    0.00   56577/56577       std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [394]
                0.00    0.00   56577/299139      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [275]
                0.00    0.00   56577/56577       void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [397]
                0.00    0.00   56577/884671      std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [222]
-----------------------------------------------
                0.00    0.01   56577/56577       Organism::search_start_protein() [36]
[111]    0.4    0.00    0.01   56577         std::vector<int, std::allocator<int> >::push_back(int const&) [111]
                0.00    0.01   56577/56577       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [110]
                0.00    0.00   56577/56577       std::vector<int, std::allocator<int> >::end() [398]
-----------------------------------------------
                0.00    0.01   52632/52632       Organism::translate_protein() [75]
[112]    0.4    0.00    0.01   52632         std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::operator[](int const&) [112]
                0.00    0.01   52631/52631       std::_Rb_tree_iterator<std::pair<int const, Protein*> > std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [115]
                0.00    0.00   52633/52633       std::_Rb_tree_iterator<std::pair<int const, Protein*> >::operator*() const [405]
                0.00    0.00   52632/52632       std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::lower_bound(int const&) [408]
                0.00    0.00   52632/105264      std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::end() [337]
                0.00    0.00   52632/208633      std::operator==(std::_Rb_tree_iterator<std::pair<int const, Protein*> > const&, std::_Rb_tree_iterator<std::pair<int const, Protein*> > const&) [284]
                0.00    0.00   52631/64704       std::tuple<int const&>::tuple<void, true>(int const&) [377]
                0.00    0.00   52631/52631       std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, Protein*> > const&) [424]
                0.00    0.00       1/1           std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::key_comp() const [707]
                0.00    0.00       1/664928      std::less<int>::operator()(int const&, int const&) const [261]
-----------------------------------------------
                0.00    0.01   52631/52631       std::_Rb_tree_iterator<std::pair<int const, Protein*> > std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [115]
[113]    0.4    0.00    0.01   52631         std::_Rb_tree_node<std::pair<int const, Protein*> >* std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [113]
                0.01    0.00   52631/52631       void std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [114]
                0.00    0.00   52631/52631       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_get_node() [427]
                0.00    0.00   52631/323520      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [271]
                0.00    0.00   52631/323520      std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [272]
                0.00    0.00   52631/323520      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [270]
-----------------------------------------------
                0.01    0.00   52631/52631       std::_Rb_tree_node<std::pair<int const, Protein*> >* std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [113]
[114]    0.4    0.01    0.00   52631         void std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_construct_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_node<std::pair<int const, Protein*> >*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [114]
                0.00    0.00   52631/323520      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [271]
                0.00    0.00   52631/1979786     operator new(unsigned long, void*) [191]
                0.00    0.00   52631/323520      std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [272]
                0.00    0.00   52631/323520      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [270]
                0.00    0.00   52631/157895      std::_Rb_tree_node<std::pair<int const, Protein*> >::_M_valptr() [307]
                0.00    0.00   52631/210524      std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_get_Node_allocator() [283]
                0.00    0.00   52631/52631       void std::allocator_traits<std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > > >::construct<std::pair<int const, Protein*>, std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >&, std::pair<int const, Protein*>*, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [423]
-----------------------------------------------
                0.00    0.01   52631/52631       std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::operator[](int const&) [112]
[115]    0.4    0.00    0.01   52631         std::_Rb_tree_iterator<std::pair<int const, Protein*> > std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_emplace_hint_unique<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >, std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [115]
                0.00    0.01   52631/52631       std::_Rb_tree_node<std::pair<int const, Protein*> >* std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_create_node<std::piecewise_construct_t const&, std::tuple<int const&>, std::tuple<> >(std::piecewise_construct_t const&, std::tuple<int const&>&&, std::tuple<>&&) [113]
                0.00    0.00   52631/323520      std::tuple<>&& std::forward<std::tuple<> >(std::remove_reference<std::tuple<> >::type&) [271]
                0.00    0.00   52631/323520      std::tuple<int const&>&& std::forward<std::tuple<int const&> >(std::remove_reference<std::tuple<int const&> >::type&) [272]
                0.00    0.00   52631/323520      std::piecewise_construct_t const& std::forward<std::piecewise_construct_t const&>(std::remove_reference<std::piecewise_construct_t const&>::type&) [270]
                0.00    0.00   52631/62108       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_key(std::_Rb_tree_node<std::pair<int const, Protein*> > const*) [385]
                0.00    0.00   52631/52631       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<int const, Protein*> >, int const&) [432]
                0.00    0.00   52631/52631       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<int const, Protein*> >*) [430]
-----------------------------------------------
                0.01    0.00       1/1           std::_Tuple_impl<1ul, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Threefry> >&) [119]
[116]    0.4    0.01    0.00       1         std::_Head_base<1ul, std::default_delete<Threefry>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Threefry>, true>&) [116]
-----------------------------------------------
                0.00    0.01       1/1           std::unique_ptr<Threefry, std::default_delete<Threefry> >::~unique_ptr() [118]
[117]    0.4    0.00    0.01       1         std::unique_ptr<Threefry, std::default_delete<Threefry> >::get_deleter() [117]
                0.00    0.01       1/1           std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_deleter() [120]
-----------------------------------------------
                0.00    0.01       1/1           ExpManager::~ExpManager() [89]
[118]    0.4    0.00    0.01       1         std::unique_ptr<Threefry, std::default_delete<Threefry> >::~unique_ptr() [118]
                0.00    0.01       1/1           std::unique_ptr<Threefry, std::default_delete<Threefry> >::get_deleter() [117]
                0.00    0.00       1/2           std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_ptr() [678]
                0.00    0.00       1/1           std::remove_reference<Threefry*&>::type&& std::move<Threefry*&>(Threefry*&) [743]
                0.00    0.00       1/1           std::default_delete<Threefry>::operator()(Threefry*) const [706]
-----------------------------------------------
                0.00    0.01       1/1           std::default_delete<Threefry>& std::__get_helper<1ul, std::default_delete<Threefry>>(std::_Tuple_impl<1ul, std::default_delete<Threefry>>&) [121]
[119]    0.4    0.00    0.01       1         std::_Tuple_impl<1ul, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Threefry> >&) [119]
                0.01    0.00       1/1           std::_Head_base<1ul, std::default_delete<Threefry>, true>::_M_head(std::_Head_base<1ul, std::default_delete<Threefry>, true>&) [116]
-----------------------------------------------
                0.00    0.01       1/1           std::unique_ptr<Threefry, std::default_delete<Threefry> >::get_deleter() [117]
[120]    0.4    0.00    0.01       1         std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_deleter() [120]
                0.00    0.01       1/1           std::tuple_element<1ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type& std::get<1ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> >&) [122]
-----------------------------------------------
                0.00    0.01       1/1           std::tuple_element<1ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type& std::get<1ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> >&) [122]
[121]    0.4    0.00    0.01       1         std::default_delete<Threefry>& std::__get_helper<1ul, std::default_delete<Threefry>>(std::_Tuple_impl<1ul, std::default_delete<Threefry>>&) [121]
                0.00    0.01       1/1           std::_Tuple_impl<1ul, std::default_delete<Threefry> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<Threefry> >&) [119]
-----------------------------------------------
                0.00    0.01       1/1           std::__uniq_ptr_impl<Threefry, std::default_delete<Threefry> >::_M_deleter() [120]
[122]    0.4    0.00    0.01       1         std::tuple_element<1ul, std::tuple<Threefry*, std::default_delete<Threefry> > >::type& std::get<1ul, Threefry*, std::default_delete<Threefry> >(std::tuple<Threefry*, std::default_delete<Threefry> >&) [122]
                0.00    0.01       1/1           std::default_delete<Threefry>& std::__get_helper<1ul, std::default_delete<Threefry>>(std::_Tuple_impl<1ul, std::default_delete<Threefry>>&) [121]
-----------------------------------------------
                                                 <spontaneous>
[123]    0.4    0.01    0.00                 Dna::do_duplication(int, int, int) [123]
-----------------------------------------------
                                                 <spontaneous>
[124]    0.4    0.01    0.00                 std::_Sp_make_shared_tag::_S_ti() [124]
-----------------------------------------------
                0.00    0.00     816/6145632     ExpManager::ExpManager(int, int, int, double, int, int) [10]
                0.00    0.00 1024000/6145632     ExpManager::prepare_mutation(int) const [27]
                0.00    0.00 1024000/6145632     DnaMutator::~DnaMutator() [68]
                0.00    0.00 2048000/6145632     ExpManager::selection(int) const [28]
                0.00    0.00 2048816/6145632     Threefry::gen(unsigned long, Threefry::Phase) [56]
[125]    0.3    0.00    0.01 6145632         Threefry::Gen::~Gen() [125]
                0.01    0.00 4097632/22704638     r123array2x64::operator[](unsigned long) [58]
                0.00    0.00 2048816/4097632     std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [175]
-----------------------------------------------
                              828094             std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*) [126]
                0.00    0.00   50931/102678      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node::~_Reuse_or_alloc_node() [136]
                0.00    0.00   51747/102678      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~_Rb_tree() [135]
[126]    0.3    0.00    0.01  102678+828094  std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*) [126]
                0.01    0.00  828094/1248832     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_right(std::_Rb_tree_node_base*) [99]
                0.00    0.00  828094/1020561     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_left(std::_Rb_tree_node_base*) [219]
                0.00    0.00  828094/831657      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, signed char> >*) [235]
                              828094             std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*) [126]
-----------------------------------------------
                0.00    0.01   51139/51139       Organism::do_switch(int) [5]
[127]    0.2    0.00    0.01   51139         Organism::remove_promoters_around(int, int) [127]
                0.00    0.00  102278/255695      Organism::mod(int, int) [108]
                0.00    0.00   51139/51139       Organism::remove_promoters_starting_between(int, int) [137]
                0.00    0.00  102278/138736253     Dna::length() const [37]
-----------------------------------------------
                0.00    0.01 1074931/1074931     std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&&) [55]
[128]    0.2    0.00    0.01 1074931         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>&&) [128]
                0.01    0.00 1074931/2100980     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [94]
                0.00    0.00 1074931/2149862     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [184]
-----------------------------------------------
                0.00    0.00    2049/1026049     ExpManager::ExpManager(int, int, int, double, int, int) [10]
                0.00    0.00 1024000/1026049     std::shared_ptr<Organism>::shared_ptr(decltype(nullptr)) [131]
[129]    0.2    0.00    0.00 1026049         std::shared_ptr<Organism>::shared_ptr() [129]
                0.00    0.00 1026049/1026049     std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [130]
-----------------------------------------------
                0.00    0.00 1026049/1026049     std::shared_ptr<Organism>::shared_ptr() [129]
[130]    0.2    0.00    0.00 1026049         std::__shared_ptr<Organism, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [130]
                0.00    0.00 1026049/2100980     std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [94]
-----------------------------------------------
                0.00    0.00 1024000/1024000     ExpManager::run_a_step() [3]
[131]    0.2    0.00    0.00 1024000         std::shared_ptr<Organism>::shared_ptr(decltype(nullptr)) [131]
                0.00    0.00 1024000/1026049     std::shared_ptr<Organism>::shared_ptr() [129]
-----------------------------------------------
                0.00    0.00   51139/51139       DnaMutator::generate_mutations() [39]
[132]    0.1    0.00    0.00   51139         DnaMutator::generate_next_mutation(int) [132]
                0.00    0.00   51139/4131139     Threefry::Gen::random(unsigned int) [25]
                0.00    0.00   51139/51139       MutationEvent::switch_pos(int) [553]
                0.00    0.00   51139/51139       std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::push_back(MutationEvent* const&) [580]
-----------------------------------------------
                0.00    0.00    1024/50931       ExpManager::run_evolution(int) [2]
                0.00    0.00   49907/50931       ExpManager::run_a_step() [3]
[133]    0.1    0.00    0.00   50931         Organism::compute_protein_stats() [133]
                0.00    0.00 1691043/5003419     std::vector<RNA*, std::allocator<RNA*> >::operator[](unsigned long) [93]
                0.00    0.00  105174/315702      std::vector<Protein*, std::allocator<Protein*> >::operator[](unsigned long) [273]
-----------------------------------------------
                0.00    0.00   51747/51747       Organism::~Organism() [31]
[134]    0.1    0.00    0.00   51747         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~map() [134]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~_Rb_tree() [135]
-----------------------------------------------
                0.00    0.00   51747/51747       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~map() [134]
[135]    0.1    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~_Rb_tree() [135]
                0.00    0.00   51747/102678      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*) [126]
                0.00    0.00   51747/196395      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_begin() [301]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [531]
-----------------------------------------------
                0.00    0.00   50931/50931       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::operator=(std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > > const&) [74]
[136]    0.1    0.00    0.00   50931         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Reuse_or_alloc_node::~_Reuse_or_alloc_node() [136]
                0.00    0.00   50931/102678      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, signed char> >*) [126]
-----------------------------------------------
                0.00    0.00   51139/51139       Organism::remove_promoters_around(int, int) [127]
[137]    0.1    0.00    0.00   51139         Organism::remove_promoters_starting_between(int, int) [137]
                0.00    0.00   50933/51139       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::upper_bound(int const&) [141]
                0.00    0.00   50933/63212       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [139]
                0.00    0.00     206/206         Organism::remove_promoters_starting_before(int) [161]
                0.00    0.00     206/206         Organism::remove_promoters_starting_after(int) [162]
                0.00    0.00  101866/167793      std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&) [303]
                0.00    0.00   50933/51345       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [550]
-----------------------------------------------
                0.00    0.00   29481/92693       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::find(int const&) [145]
                0.00    0.00   63212/92693       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::lower_bound(int const&) [140]
[138]    0.1    0.00    0.00   92693         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<int const, signed char> >*, std::_Rb_tree_node_base*, int const&) [138]
                0.00    0.00  266477/1248832     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_right(std::_Rb_tree_node_base*) [99]
                0.00    0.00  383630/676431      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_key(std::_Rb_tree_node<std::pair<int const, signed char> > const*) [260]
                0.00    0.00  383630/664928      std::less<int>::operator()(int const&, int const&) const [261]
                0.00    0.00  117153/1020561     std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_S_left(std::_Rb_tree_node_base*) [219]
